"geneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CKF44_00001",0,"NA","NA","NA","NA","NA"
"CKF44_00002",140.764061196692,-0.463281931821003,0.456248399351812,-1.01541601565986,0.309907561834418,0.598964289751706
"CKF44_00003",131.04672137008,-0.509900839857375,0.245783760879719,-2.07459125058677,0.038024433687613,0.193388584547794
"CKF44_00004",310.785145524134,-0.16332701028341,0.234274145965421,-0.697161906664331,0.485701475438695,0.73911558004478
"CKF44_00005",94.0317239269649,-1.48763619724695,0.757242763983309,-1.96454329840217,0.049467120182661,0.225433382569273
"CKF44_00006",1390.4495592205,0.416389607528905,0.252025041393559,1.65217553472663,0.098498772297812,0.332423289085644
"CKF44_00007",598.767798806106,0.537554655033065,0.198243698892165,2.71158507451714,0.006696235515271,0.069240120775586
"CKF44_00008",539.201980302569,0.059398211680075,0.244181793349019,0.243254056190728,0.807808593367622,0.921164335129486
"CKF44_00009",180.647913974119,0.188168874385227,0.293501513219913,0.641117220558372,0.521446526658039,0.760388632047132
"CKF44_00010",422.825177783466,-0.21709718374403,0.282206760873856,-0.769284134341028,0.441724653705386,0.708338897771215
"CKF44_00011",1027.06401242819,-0.52768427174034,0.3485562065482,-1.51391443281435,0.130047543071597,0.389467933790295
"CKF44_00012",466.920285925382,-0.595387049202611,0.344695659209895,-1.72728328104666,0.08411680031201,0.303161850031891
"CKF44_00013",351.298917720842,-0.266159436772874,0.315871715613166,-0.842618770902639,0.399441689556765,0.676555948533345
"CKF44_00014",112.361083872086,-0.286569293722302,0.236253738234305,-1.21297252633563,0.225140324644899,0.50818439187547
"CKF44_00015",111.746435976536,0.429079677338241,0.44623803427054,0.961548869404762,0.336276266062376,0.625338441614517
"CKF44_00016",607.471319342332,-0.606109007649686,0.340872467504307,-1.77811077581978,0.07538566298351,0.284358234410781
"CKF44_00017",101.430764292675,0.097502780730034,0.247091018283377,0.394602690973626,0.693136127264732,0.858611222024821
"CKF44_00018",452.153331718952,-0.117402202901917,0.332642859930231,-0.352937690971455,0.724135153487683,0.876930173292319
"CKF44_00019",723.281449779614,0.264741450091456,0.333679124902362,0.793401295837496,0.427544056009586,0.697451817714337
"CKF44_00020",664.137818608599,-0.26619890713677,0.262509827587481,-1.01405311025188,0.31055741053174,0.599352158775362
"CKF44_00021",199.131343114736,0.742294598757939,0.320361100820334,2.31705596234118,0.020500683484419,0.134113805028297
"CKF44_00022",431.694146819452,0.044794879238224,0.308329873433781,0.145282319677157,0.8844879734705,0.952557243816877
"CKF44_00023",253.607640785685,0.405963565227712,0.536589435066396,0.756562725051565,0.449311880089014,0.712396816734373
"CKF44_00024",3112.0382935577,0.188000036830604,0.335814070844958,0.559833709044913,0.5755928686388,0.794359417421574
"CKF44_00025",586.479579835977,0.089122904578294,0.41505081621022,0.214727693808832,0.829979629636722,0.931911946799982
"CKF44_00026",525.499258779779,0.905097760842693,0.328165911839834,2.75804929210453,0.005814742904398,0.063912278523775
"CKF44_00027",204.696638635999,-0.400985074806623,0.202873435981587,-1.97652823725536,0.048094980873272,0.220924358427821
"CKF44_00028",290.67091591114,-0.205588434083212,0.200533758015327,-1.02520611052179,0.305265945633929,0.595392998724341
"CKF44_00029",46.4800912466591,0.450071017803126,0.418327839920414,1.07588110293771,0.281980434290974,0.571970268911735
"CKF44_00030",33.7068015587761,0.024675173523364,0.365229820793997,0.067560675822475,0.946135359987794,0.978337011290558
"CKF44_00031",239.128001212399,-0.2136212973921,0.191078514187471,-1.11797654644997,0.263577010346087,0.551322830920807
"CKF44_00032",30.5598265193975,-0.092985777045561,0.43666058875748,-0.212947491574984,0.831367918889427,0.932613048444868
"CKF44_00033",2.43090295301374,-0.651907257334277,1.01009890231319,-0.645389531501683,0.518674785681947,0.759127785953452
"CKF44_00034",3066.00697064528,1.11091899875606,0.447768173633769,2.48101375705342,0.013100931671494,0.102090158590563
"CKF44_00035",95.2845508735693,-0.453376451432245,0.26226096672767,-1.72872256626366,0.083858760557851,0.302862165998037
"CKF44_00036",710.695809600536,-0.679427640553343,0.564278209113887,-1.2040649976902,0.228564457316639,0.512039413743818
"CKF44_00038",967.723933228868,-0.073291973631134,0.404216305812135,-0.181318696394196,0.856117431653063,0.942380617774198
"CKF44_00039",269.024482726198,0.961899445165638,0.360447381589685,2.66862652996219,0.007616208538365,0.074516209809683
"CKF44_00040",772.850730316757,1.40421221877372,0.560693233146607,2.5044215548907,0.012265180021128,0.098016394643276
"CKF44_00043",409.24006245962,0.062981522690852,0.21445103205532,0.293687197898888,0.768996937739258,0.898624376003507
"CKF44_00044",718.958275930774,-0.04007211320381,0.251501296998093,-0.15933163638561,0.873407596893585,0.948142050412453
"CKF44_00045",223.083373215919,0.163177683546921,0.243464781491352,0.670231162582819,0.502710441402498,0.749250297649388
"CKF44_00046",1067.88383458461,0.079909608260736,0.227666309223178,0.350994438014988,0.725592521102432,0.877781940914521
"CKF44_00047",1208.96306531756,-1.16671883831016,0.524212890587095,-2.22565842858898,0.026037069299571,0.154549082294885
"CKF44_00048",53.425744649846,0.075232157358706,0.40221721533222,0.187043603532897,0.851626445507946,0.939964370304898
"CKF44_00049",85.8467479836928,0.474328357454766,0.348005855023169,1.36298958942282,0.1728857916293,0.443055818947895
"CKF44_00050",115.962398117212,0.193655561114599,0.348700788886871,0.555363128752273,0.578646307022967,0.79523648120529
"CKF44_00051",726.690638883451,-0.115980698271152,0.236377430614687,-0.490658934609581,0.623667695703491,0.821320556680244
